ALPHA_H;BETA;D_AGAP;R_ST_OUT;DZ;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;1.25;7.5;0.5;0.01067127194122164;0.001080272650562941;-0.1101301839212092;6.530432187343699E-4;-8.488679603497469E-4;0.1741302309911345
1.6;0.1;1.25;7.5;0.5;-0.01257614443011484;-0.001785546356830926;-0.116852143296454;-0.006212418219790981;0.006872084975707751;0.1696717299173328
1.8;0.1;1.25;7.5;0.5;0.008747930087601863;-0.02164891480743169;-0.1514689640914199;0.003999053518570109;-0.001008944555091566;0.1726858199420279
2.0;0.1;1.25;7.5;0.5;-0.004619094402086731;0.006375356052895306;0.001069318643867407;2.215954010958178E-4;7.495001634745362E-4;0.1752499573749831
1.4;0.2;1.25;7.5;0.5;-0.001165413281860735;0.01811282641947757;-0.2812676531481059;0.001822094522092669;-0.003699783721871382;0.3368948305530961
1.6;0.2;1.25;7.5;0.5;0.005352952442389661;-0.009622312166169192;-0.3247210773032668;-0.001823674910351736;0.002921592181604423;0.3563695629138408
1.8;0.2;1.25;7.5;0.5;-0.01449686897828694;-0.006267694133294267;-0.3488598551066493;-0.008736103459703496;-0.004280806365308852;0.3729083351372929
2.0;0.2;1.25;7.5;0.5;-0.01561966413940263;-0.001426002155178399;-0.3535777048620869;0.005481733478194016;0.006745404341419264;0.3804900429178728
1.4;0.3;1.25;7.5;0.5;-0.002749003232887246;0.01324925009071307;-0.4366970662090806;5.892901239082406E-4;7.346633735350839E-4;0.4097007448465441
1.6;0.3;1.25;7.5;0.5;-0.009001404797611455;-6.924547083928985E-4;-0.4509841759973239;-0.006688324819400925;-0.01033562461166846;0.4214084915376791
1.8;0.3;1.25;7.5;0.5;-8.990399104693753E-4;0.008993917789607571;-0.430328077425669;-0.003088498413194116;-0.001014541039155395;0.4351598606825669
2.0;0.3;1.25;7.5;0.5;0.00986892592242578;-0.008915972939894608;-0.4028916404209017;-0.007933412562243149;0.003421987405280438;0.4318818746543429
1.4;0.1;1.5;7.5;0.5;-0.003651804785396227;0.007356410156206254;-0.02290546001594003;-0.001351255191522403;-0.001292236754548586;0.1104718599647954
1.6;0.1;1.5;7.5;0.5;-0.02413266686511274;1.156344259996313E-4;-0.02994853562936419;-0.001742361536898449;-6.887067877523567E-4;0.1122707663436731
1.8;0.1;1.5;7.5;0.5;-0.01660776889832706;-0.002061211329437252;-0.06999485009157666;-3.829166166283123E-4;0.003526066717220357;0.1124403187572134
2.0;0.1;1.5;7.5;0.5;-0.01712169108279597;0.003900299819647242;-0.03419019228498286;1.523977157564041E-4;0.002968584371778838;0.1116404737689024
1.4;0.2;1.5;7.5;0.5;-0.04006424179259303;-0.001158026298824195;-0.2114496672115575;0.001350372498120319;8.560991743795914E-4;0.2350204917262035
1.6;0.2;1.5;7.5;0.5;0.004708623095885096;-0.004675004609951558;-0.2304792313638653;0.003426889388256615;-0.001524844078729717;0.2473371501711024
1.8;0.2;1.5;7.5;0.5;-0.002009573716039147;1.662731222483787E-4;-0.1943015354550746;-0.00639911410855978;0.006296649309882208;0.2528402718138942
2.0;0.2;1.5;7.5;0.5;-0.01931980518085217;-0.005823123195893278;-0.2304706608751324;-5.781255728753067E-4;-7.952332470750854E-4;0.2541763189238546
1.4;0.3;1.5;7.5;0.5;0.01338964276221717;-0.004273406825657435;-0.2713284340588604;-3.943473458687757E-4;-0.003285134002184469;0.2834153558561671
1.6;0.3;1.5;7.5;0.5;-0.02168848609970376;0.001216445675742512;-0.3380949112619614;0.004829874071473104;0.004503428660173929;0.2966769498266771
1.8;0.3;1.5;7.5;0.5;-0.01899609699676401;-0.0144608223176085;-0.2333174355693424;-0.002792952586570908;-3.506534949018489E-4;0.3042679258800349
2.0;0.3;1.5;7.5;0.5;0.01138107193766605;-0.02248021191801137;-0.3029858090707928;-0.0012510475179378;0.005787382211991798;0.3109179209544808
1.4;0.1;1.75;7.5;0.5;0.01422805766904002;-0.01035531799049018;0.003004734152407555;-6.454834421545415E-4;3.520785485280299E-4;0.07188314102047305
1.6;0.1;1.75;7.5;0.5;0.006661661666795833;9.49391413613215E-4;0.002082863496262178;3.360900216355447E-4;-2.088000568202681E-4;0.06907001577697881
1.8;0.1;1.75;7.5;0.5;0.006331845371253447;-0.005330919965222263;-0.02291825372068966;5.385657692226559E-4;7.883891871854428E-4;0.07146849333461115
2.0;0.1;1.75;7.5;0.5;-0.002796177065838006;-0.0121166694905701;0.01209819519656969;-0.001235939588809343;0.001925921785506768;0.06757625310233163
1.4;0.2;1.75;7.5;0.5;-0.03345171165844681;-0.002182552112066756;-0.1614618952838153;0.001469960122277932;0.004392880499064354;0.1613464420132108
1.6;0.2;1.75;7.5;0.5;-0.01134384031670674;-0.01247789161073177;-0.15984995433346;-4.675046785319777E-4;-0.003100149144295648;0.1640979106535839
1.8;0.2;1.75;7.5;0.5;-0.004427785414156889;0.003866958158685205;-0.1998264132108801;0.002502463689867056;-0.002687619213868208;0.1664849193098943
2.0;0.2;1.75;7.5;0.5;0.01548870496792126;0.002841048738032276;-0.1127418066194403;0.00169973987339754;0.001236827210565575;0.1733329008588463
1.4;0.3;1.75;7.5;0.5;-0.002348363684668479;0.02143302753243391;-0.1497103682784808;0.007986895098408128;0.001726829336942179;0.1972950523556327
1.6;0.3;1.75;7.5;0.5;0.00605352343353803;0.01002073923484331;-0.2100500537838053;-0.002650790144171876;-0.00286192466626093;0.2161520197287683
1.8;0.3;1.75;7.5;0.5;0.012291501879853;0.01429227722557681;-0.2406290124622635;0.001120794462429083;-0.003381773188631969;0.217179604653485
2.0;0.3;1.75;7.5;0.5;-0.002947763467071216;0.002363588960280656;-0.2175497993264421;-1.373142222401546E-4;0.005508224381061302;0.2098385661691199
1.4;0.1;2.0;7.5;0.5;-0.003670515018652406;-0.005225403207858493;0.0783316221330481;-2.540080058594952E-4;-1.002887978414249E-4;0.04345148369833018
1.6;0.1;2.0;7.5;0.5;-8.017683340839701E-4;0.009694584221954721;0.008167242709406684;1.758930081276735E-4;0.001225698523088383;0.0444389068711914
1.8;0.1;2.0;7.5;0.5;0.01841543523697471;-0.006745601154562539;0.001975838132654944;6.511189184400655E-4;-1.173841734872751E-4;0.04618396240699726
2.0;0.1;2.0;7.5;0.5;-0.007633558268735608;0.02855583287598406;-0.01278776451371666;0.001724354402845777;0.002227478026066793;0.04454359543002288
1.4;0.2;2.0;7.5;0.5;0.009557683642303926;-0.00119046129062961;-0.07903782796031072;-9.903462200176508E-4;0.003382362463342904;0.1110353609327058
1.6;0.2;2.0;7.5;0.5;-0.005638750799829289;0.02206561984168165;-0.01670705193332928;1.403824290001896E-4;0.002306826811741449;0.1106349751660009
1.8;0.2;2.0;7.5;0.5;0.02156799283083895;0.007077967176586994;-0.05113914738177575;-3.487221519770274E-4;5.904837257915494E-6;0.1179665905813466
2.0;0.2;2.0;7.5;0.5;-0.003968467639605306;0.003368821481499106;-0.07679226575189914;4.180749981691056E-4;0.003040772373860854;0.1118767200525109
1.4;0.3;2.0;7.5;0.5;-0.006300239403290564;0.00755212384720001;-0.1755197338159711;-0.002271809147626978;0.002016541571664837;0.1426472270016369
1.6;0.3;2.0;7.5;0.5;0.003729648098895955;-0.01520641276140471;-0.189085725293542;0.001256281446092622;0.002484361228741517;0.1498056665129189
1.8;0.3;2.0;7.5;0.5;0.002434005637191211;-0.004416860476736948;-0.1191822387232351;-3.462736968166871E-5;0.001058615726521329;0.1522112706491106
2.0;0.3;2.0;7.5;0.5;0.008284423540684671;0.008917472784487172;-0.1400358424510357;-6.954150206832342E-4;-0.003296309783058939;0.1486322768488306
